ID	symbol
g13297	por2
g13298	nifJ
g133	Hsc70-4
g13326	aqpZ
g13333	MA20_07375
g13345	STT3A
g13348	STT3A
g13350	PRKX
g13360	CDK18
g13379	KIF3B
g13384	TENM2
g13406	RPO21
g13411	HNRNPA1
g13419	tkt
g13424	DHX9
g13426	BTBD9
g13429	GSTA4
g13444	DMC1
g13449	adhT
g13481	YCF1
g13484	AGPS
g13490	folD
g135	RNR1
g13537	amtB
g13538	udk
g13547	aspA
g13548	aspA
g13551	GDE1
g13563	SUMF1
g13596	SEC61A1
g13614	PSMC4
g13616	RPS0
g1362	TMTC4
g13625	msh2
g13650	ACTB
g1366	KIF4A
g13668	Lhcf1
g13669	Lhcf1
g13679	typA
g1369	B3GALTL
g13696	acnB
g13697	PRPF8
g13701	cry
g13706	CDKC
g1372	htrA
g13727	sbmA
g13747	PLS3
g13748	CAMK1G
g13763	thiD
g13772	SIR
g13774	SOS1
g13790	DDX3X
g13792	Lhcr1
g1380	GBE1
g13804	DNAJA3
g13821	sulP
g13830	serA
g13831	EFTS
g1384	glpF
g13841	bop
g13842	CDC20
g13861	dhaK
g13866	ANKRD50
g1387	mdmC
g13874	engB
g13888	etaTry
g13892	Cyp6a9
g13893	Gucy1b2
g13902	ORT1
g13909	PFA4
g1393	KRR1
g13931	MBF1
g13945	yprA
g13950	YAH1
g13959	CHLH
g13961	RBX1
g13974	CLIP1
g13995	PRKCSH
g13997	LRO1
g14018	KCNJ6
g14022	NXN
g14029	IBTK
g14036	SEC7
g14040	radA
g14044	secA
g14056	DHRS1
g14070	APX7
g14081	form3
g14087	AURKA
g14093	P4HB
g14099	ACC1
g14102	GLNA
g14121	RAB39B
g14141	NANS
g14164	ftsH
g14175	HSPA4L
g14179	pyk
g14192	MAN2B1
g14203	HPGDS
g14209	cheR
g14210	cheA
g14214	glpK
g14215	glk
g14216	rimO
g14217	sppA
g14218	pyrB
g14219	der
g14220	tig
g14222	clpX
g14223	mtgA
g14224	rpoH
g14226	nhaA
g14228	queE
g14231	gatC
g14233	clpB
g14234	cpaE
g14235	cpaC
g14236	argS
g14237	nagZ
g14239	ilvA
g14240	glnA
g14242	rsmH
g14243	ftsA
g14244	cysH
g14246	hppA
g14249	pdxJ
g14250	ctaD
g14251	ctaE
g14252	moaA
g14254	pyrC
g14255	astD
g14257	rsmE
g14258	ubiA
g14259	sixA
g14260	lysS
g14263	accC
g14264	secD
g14267	hrpB
g14268	dnaX
g14270	psd
g14271	tsf
g14272	dxr
g14273	ccmF
g14274	ispZ
g14275	rnd
g14276	aspS
g14284	trbC
g1429	RPL27B
g14291	fecE
g14295	trxB
g14296	murI
g14297	plsY
g14298	era
g14299	pgi
g1430	sseA
g14300	aroB
g14301	accA
g14302	argJ
g14303	secA
g14304	ppnK
g14305	recG
g14307	bkdA1
g14308	efp
g14309	aceA
g14311	panB
g14312	dnaE2
g14313	phoU
g14314	leuA
g14315	ilvC
g14316	serB
g14317	purL
g14318	ispA
g14319	glyA
g14320	carA
g14321	ribB
g14323	virB8
g14324	mrdB
g14325	mreC
g14326	mutL
g14327	ychF
g14328	glyQ
g14329	cysK
g14330	tyrS
g14332	parE
g14333	hrcA
g14335	dnaK
g14336	proS
g14337	holB
g14338	mazG
g14339	ntrX
g14340	lipA
g14341	gyrA
g14342	pdhB
g14343	dhmA
g14344	pyrG
g14345	trpE
g14346	moeA
g14348	gltX1
g14351	coaX
g14352	nuoF
g14354	prfB
g14355	rne
g14357	sdhB
g14359	nnrD
g14361	dnaE
g14362	purF
g14363	phrB
g14364	nudH
g14365	guaB
g14367	sdhA
g14368	prmA
g14369	ligA
g14371	lepA
g14374	dnaN
g14375	fabD
g14376	rpsF
g14377	rimK
g14378	rpsP
g14379	aroA
g14380	rpsA
g14381	atpF_2
g14382	atpB
g14384	purB
g14385	trpA
g14386	folC
g14387	rluB
g14389	icd
g14390	alaS
g14391	smpB
g14392	greB
g14393	rlmN
g14396	cusB
g14401	MA20_19820
g14404	napA-1
g14406	uvrC
g14409	maf
g14410	glmS
g14412	dgt
g14413	pntB
g14415	folP
g14416	rnhB
g14417	cca
g14418	parC
g14421	pckA
g14423	rmuC
g14424	fmt
g14426	argH
g14427	purA
g14429	hisZ
g14432	argG
g14434	uvrA
g14435	dcp
g14437	mdh
g14439	rplQ
g14440	rpoA
g14441	rplO
g14442	rplC
g14444	metZ
g14445	bzrP
g14446	ilvE
g14447	azoR
g14449	aroF
g14450	miaB
g14451	mgtE
g14452	mutY
g14453	smc
g14454	fabH
g14456	cysS
g14457	priA
g14459	atpA
g14461	cysE
g14462	purM
g14463	holC
g14464	lptD
g14465	glcB
g14466	astA
g14467	mscL
g14469	recF
g14471	typA
g14473	uvrB
g14474	hemD
g14475	tsaD
g14476	adhC
g14478	actP
g14479	acsA
g14483	rplA
g14484	aat
g14488	hemH
g14489	hflK
g14490	metXA
g14491	hisC
g14492	MA20_20455
g14494	kynA
g14498	glpD
g14499	mntH
g14500	flgB
g14501	flgF
g14502	flgI
g14503	motB
g14504	fliF
g14505	fliI
g14506	fliR
g14507	ccoN
g14508	ccoG
g14510	pfkB
g14518	virB8
g14521	hemF
g14522	infC
g14524	rpe
g14525	pgk
g14530	intB
g14532	purT
g14534	ubiG
g14535	pyk
g14536	gltX2
g14537	rpoB
g14538	norM
g1454	uba52
g14540	polA
g14542	scoA
g14543	metK
g14544	prmC
g14545	hisS
g14546	rpoN
g14547	maeB
g14548	mutS
g14553	hslO
g14556	amt
g14557	prfC
g14559	glpX
g1456	NGLY1
g14560	exbB
g14561	lhr
g14562	panC
g14563	petB
g14564	ltaA
g14575	purK
g14577	sucC
g14579	mnmA
g14580	fieF
g14581	dnaJ_2
g14583	rfbB
g14585	coq7
g14586	proA
g14589	clpA
g14591	hemB
g14594	parB
g14595	gidA
g14596	hemE
g14597	aroE
g14598	coaE
g14599	xth
g14601	thiG
g14602	ggt
g14603	sufB
g14604	sufS
g14605	purD
g14606	xseA
g14607	nadC
g14613	rpe
g14615	dxs
g14622	thrS
g14624	glnE
g14625	murA
g14626	phbB
g14627	leuS
g14628	ung
g14629	gltD
g14631	phaZ
g14632	uppP
g14633	phhA
g14634	ribA
g14636	pabB
g14640	ptrB
g14641	pstS
g14642	IV02_00930
g14643	glnD
g14645	gyrB
g14646	guaA
g14647	nadB
g14648	nrdA
g14650	nrdB
g14651	argB
g14653	kdpD
g14654	pknB
g14656	putA
g14657	ybaO
g14658	mtnP
g14660	ald
g14661	MA20_14290
g14664	dinB
g14665	crtB
g14667	thiC
g1467	SAG12
g14671	hisB
g14676	ftsH
g14677	dnaB
g14680	rnpA
g14682	nth
g14687	futA1
g14688	trbG
g14689	ppk
g14690	leuD
g14691	pspA
g14692	pspF
g14694	truB
g14697	cysJ
g14698	dnaA
g14699	ubiE
g147	DDX1
g14700	trpS
g14701	mltA
g14702	katG
g14703	ruvA
g14704	acnA
g14706	ispG
g14708	ftsJ
g14709	phaC
g14711	ribE
g14714	hslV
g14718	thrA
g14731	PRMT5
g14739	ubiB
g14740	PSMA4
g14748	FAP45
g14752	unc-32
g1476	cyp15
g14766	pyrE
g14792	C5orf22
g1481	RLI1
g14817	PHO13
g14827	PARP6
g14841	EHD3
g14850	DIRC2
g14851	FBA1
g14852	amtB
g14858	SCN8A
g14867	GS1
g14871	truA
g1490	MTMR8
g1491	MDH
g14936	RPS8A
g14940	CTK1
g14943	SMD3
g14974	chlN
g14979	SMYD4
g14981	GAPN
g14987	STT3A
g14996	PKAR
g15001	CES5A
g15008	WARS
g15014	PIN1
g15020	B3GALT4
g15047	TTR1
g15077	PDCL3
g15079	CD109
g15092	LST8
g15102	PRP22
g15103	PRP22
g15142	DPH6
g15167	MAPK15
g15171	FKBP15-1
g15181	KIC1
g15198	galP
g15199	SLC24A5
g15200	HGD
g15202	CRNKL1
g1521	SGA1
g15225	GSH1
g15238	rsmH
g15262	EIF4A2
g15280	hoxN
g15281	ANKS6
g15303	TTR1
g15307	CAPN15
g15312	ETFDH
g15314	MET13
g1532	ACSL4
g1533	psaC
g15331	RPS0
g15335	FKBP12
g1534	HIF1AN
g15343	ESRP2
g15354	SLC44A2
g15376	wht-7
g15384	tpa
g15385	GLA
g154	YTHDC2
g15400	vma16
g15417	atpD
g15419	copA
g15421	MA20_12025
g15422	arsB
g15423	arsC
g15424	hin
g15425	glnH
g15430	actP
g15431	cybB
g15432	copC
g15433	ftsI
g15434	czcD
g15435	MA20_00435
g15436	MA20_20375
g15437	zntA
g15438	copB
g15444	GAE4
g15472	DDX54
g15478	PIF1
g15492	clec-78
g15494	terC
g15532	ALD5
g15535	pyk
g15536	FMN1
g15538	CDC7
g15540	CPYA
g15568	dxr
g1557	YARS
g15583	PIN1
g15588	dut
g15589	OGFOD2
g1559	WAXY
g1560	PCNA
g15605	accD
g15612	CLNS1A
g15624	PRP43
g15625	WDR66
g15626	sqdX
g15629	ABCB1
g15632	uppP
g15633	msbA2
g15634	TAP2
g15649	katG
g15654	NAT10
g15657	RPS3A
g15659	carB
g15669	MCTS1
g15680	ENAH
g15700	atpC
g15701	cobB
g15714	CCT4
g15715	CCT4
g1572	TMTC4
g15723	CPK32
g15763	DNAJC24
g1577	yjcD
g1578	pbuG
g15780	METAP1
g158	rsmH
g15814	PDIA4
g15818	KIF28P
g15830	TMEM65
g15841	ASTL
g15844	EIF4A3
g15850	SLC38A8
g15857	PGI1
g15865	UROD
g15866	SLC35A2
g15873	ACTL10
g15889	DNAH12
g15890	FAHD1
g15891	DNAH3
g15896	SH3BP5L
g1590	MIF
g15907	eif1ax
g15911	rhlE
g15934	ASCC2
g15959	LSM6
g15970	folC
g15971	folC
g15982	ADK
g15990	cry2
g1600	sam
g16004	RPS3a
g16009	ALKBH3
g1601	DBP3
g16010	MYO6
g16014	CDK4
g16040	IMP3
g16045	DRG1
g16049	RPL10a
g16050	SQD1
g16052	RpS26
g16064	cax
g16070	SKIV2L2
g16071	valS
g16072	valS
g16083	DPH5
g16086	ADCK5
g16088	LKH1
g16096	ELMOD3
g16117	yhdG
g16124	YWHAE
g16139	TIF1
g16148	pyrD
g16149	pyrD
g16155	sucA
g16175	P4HB
g16176	PDIA4
g16182	CAPN14
g16188	pks1
g16189	MDH
g16200	ypdD
g16207	ALKBH4
g1621	DNAH7
g16233	groEL1
g16235	HST2
g16256	yddA
g16285	CH25H
g16288	STARD5
g16289	H2AFZ
g1629	dnaJ
g16296	WDR35
g16302	TONSL
g16311	YAR1
g16313	C12orf4
g16324	GSTT1
g16335	CORO2A
g16336	CWC27
g16339	proS
g16356	YLPM1
g16359	VDE
g1636	NFKBIL1
g16362	rpoC
g16365	KIF5B
g16389	FKBP5
g16392	TMBIM4
g16398	GUT1
g16400	PEPU32
g16405	SPE1
g16407	NPR2
g16410	HELZ2
g16445	fghA
g16457	KIF19
g16463	GCS1
g16465	GALNT3
g1647	BNA5
g16476	GPT2
g16477	GPT2
g16497	dcm
g16498	dcm
g16499	trbB
g16500	trbE
g16503	MA20_05130
g16504	etf
g16505	arcA
g16506	adhA
g16507	gltS
g16527	ALDH3A2
g16550	UBC6
g16553	PRKAR1B
g16554	PRKX
g16558	RAD51
g16561	CTSG
g16583	pcaK
g16602	PMA1
g16606	eryA_3
g16610	Ggh
g16626	pfk
g16637	MYO2
g16641	U2AF1
g16662	Lhcf1
g16698	tetA
g1674	SPB1
g16755	TNNC1
g16762	SUB2
g16763	DDX39B
g16788	DHX15
g16790	hemG
g16793	GBP2
g1680	FKBP5
g16819	PHA2
g16820	PHA2
g16850	TTC21B
g16855	GLN1
g16886	SMARCAL1
g16891	cah
g16897	nfnB
g169	SPY
g1690	BSL1
g16900	THUMPD2
g16913	PRO1
g16916	ADK
g16922	C5orf28
g1693	clpB
g16934	msrA
g1694	HYDIN
g16981	flr
g16986	gpmA
g16993	yghU
g16996	DUS1L
g16998	yddA
g1700	GIT2
g17006	C2orf69
g1701	DGKD
g17010	CAND1
g17021	CAJ1
g17023	AVIL
g17060	arp3
g17067	f1pep1
g17075	ESF1
g17076	DBP4
g1708	secA
g17091	SCS7
g17095	asnS
g17106	dxr
g17110	NUGGC
g17117	TUBA1C
g17129	fabD
g17145	nadD
g1715	ICL
g17151	HCF101
g1716	SENP7
g17167	ANKS3
g17169	PAH
g1717	ICL1
g17175	sulP
g17190	IQANK1
g17192	ARSB
g1720	ICL1
g17235	RPL16A
g17254	HSP70
g1726	PKAR
g17260	ACSS2
g17272	ODA-DHCB
g17276	CAMK4
g17302	metE
g1732	rpsA
g17330	PBLD
g17337	GALM
g17341	psd
g17345	TINAGL1
g17346	TXNRD1
g17355	GLNA
g17356	GLNA
g17358	GBP5
g17385	xylB
g17391	ASPH
g17392	PPID
g17398	SEC14L5
g17403	ABCC6
g17411	PACRG
g17413	PSMD10
g17415	VWA8
g17416	VWA8
g17417	nadV
g17442	ftsH
g17443	MAD2
g17450	CDC5L
g17453	draG
g1746	ankrd50
g17461	FOX2
g1749	zapE
g17500	ygdD
g17504	Esyt2
g17507	NMA111
g17515	ATG7
g17516	NSUN2
g17517	ACOX2
g17518	ACOX2
g17534	SIRT2
g17539	NDA2
g17543	cfaS
g17545	SKIV2L
g17553	NAR1
g17566	MPK16
g1757	BSL1
g17596	cydC
g176	cshA
g1760	iscS
g17634	CATSPER4
g17635	UPL1
g17636	DLD2
g17637	RPS17
g1764	CETN2
g17647	SMYD3
g17650	SPATA5
g17651	PHM7
g17652	DHX29
g17659	MTHFD1
g17665	TEF3
g17680	NRD1
g17691	CMPK2
g177	ATP5A1
g17705	ABHD5
g17717	xsc
g17756	PPM1B
g17760	yghU
g17767	CALR
g17778	PRP4
g17793	msbA
g17801	rhlE
g17814	TMEM67
g17818	fma1
g17824	EEF1G
g17841	PGC
g17846	mqo
g17861	PsbO
g1787	DEG8
g17871	ANKRD23
g17878	TPCN3
g17880	AP1B1
g17898	POLD1
g17899	POLD1
g17901	TMLHE
g17910	RPL7
g17930	RPLP0
g17940	MCM2
g17952	MKRN1
g17954	GNE
g1797	MGAT4C
g17974	CHLH
g17976	MYO19
g17978	RPL23A
g17981	AVP1
g17982	hppA
g17983	AVP1
g17985	AMZ2
g17989	TGL3
g17999	ACY1
g18012	DDX42
g18029	OGG1
g18045	SSNA1
g18046	NAMPT
g18053	mtnA
g18056	glnS
g18057	BIM1
g18059	ARHGEF2
g18077	pntA
g18083	gor
g18100	rsmB
g18101	FMN1
g18109	GUS1
g18118	RpS4
g18120	GARS
g18122	HCN3
g18136	selA
g18137	hutU
g18138	yjfF
g18139	gguC
g18140	MA20_29430
g18141	MA20_30110
g18142	dppF
g18143	MA20_28355
g18144	cls
g18145	ndvA
g18146	pyc
g18147	ispA
g18148	phbA
g18149	mgpS
g18150	MA20_40030
g18151	uup
g18152	metAA
g18153	tesB
g18154	ftsK
g18155	mtrA
g18156	rplS
g18157	trmD
g18158	romA
g18159	dapF
g18160	acnA
g18161	MA20_05290
g18162	pat
g18163	MA20_43810
g18164	tesA
g18166	argG
g18167	typA
g18168	ppa
g18169	lapB
g18170	hemD
g18171	tsaD
g18172	sdhB
g18173	sucD
g18174	xerC
g18175	priA
g18176	atpD
g18177	tamB
g18178	coxL
g18186	recQ2
g18201	DNAJC5G
g18215	ispD
g1822	ywqA
g18232	AHCYL1
g18238	CDC28
g1824	ECA1
g18247	pyrB
g18250	SDHA
g18261	LRTOMT
g18271	TBL1XR1
g18282	recQ
g18297	UTP21
g18316	SLC4A3
g18317	SLC4A7
g18325	KDM8
g18337	GUF1
g18347	gspD
g18348	mshD
g18351	yumC
g18360	utp13
g18376	BCKDHA
g18377	CAC2
g1840	PUS7
g18426	amt-1
g18427	amt
g18428	amtB
g18437	helZ2
g18440	alkB
g1845	EF-TU
g18452	SUOX
g18456	trpF
g1846	SNU114
g18466	PAB1
g18468	NFKB2
g18486	IFT122
g18490	PFKFB2
g18508	sodA
g18515	BRIP1
g1854	RMS1
g18540	PIKFYVE
g18541	EXO1
g18543	GCV1
g18572	trpE
g18577	SEC61A1
g18579	FBA1
g18589	dld
g18594	PSMB11
g18599	SLC25A21
g1860	pepN
g18600	guaD
g18603	DNAH7
g18609	CPYA
g1861	METTL9
g1863	purB
g18634	TRP5
g1864	purB
g18643	OSM2
g18646	pfk
g18655	RIB72
g18701	RDH13
g18713	FKBP5
g18715	SSNA1
g18717	CACTIN
g18721	RAD54B
g1873	RSE1
g18741	CD209
g18745	RPS3a
g18746	CNX3
g18747	ARPC4
g18810	PTC2
g18818	CAF16
g18845	PHR
g18849	DNAH3
g18854	RETSAT
g18862	NTHL1
g18869	XRN2
g18873	PLK2
g18891	PRKG1
g18897	USP40
g18916	RECQL
g18955	MET22
g18959	papA4
g18973	panC
g18981	MIB1
g18996	DNAH1
g18999	can
g19005	ALG14
g19020	recD2
g19036	cry
g19039	PRPF4B
g19041	AGBL2
g19059	GALC
g19074	TPI1
g19076	ALD6
g19086	GSA1
g19095	NCBP2
g1911	EDS5
g19120	PGK1
g19137	WRAP73
g19138	mccB
g19145	GSL2
g19150	UBC6
g19155	pncA
g19160	crtD
g19164	FKS1
g19193	RPL12
g19194	selD
g19199	tilS
g19205	CWC26
g19213	GDH
g1922	LYS1
g19224	SLC16A14
g19253	recD2
g19261	GCAT
g19262	trmA
g19274	EPN2
g19301	DDX47
g19303	DDX47
g19319	TRPA1
g19322	CAV2
g19332	PRP28
g19348	TOM1
g1936	PIM1
g19369	nplT
g19370	thiC
g19388	SGD1
g19392	ASB10
g19405	MYO1
g19412	nrdB
g19414	CRISPLD1
g19421	RPS3A
g19424	PEPU32
g19431	tgs1
g19445	RPS17
g1945	DNAH8
g1946	DNAH5
g19462	DCAF13
g19465	KANK1
g1947	DNAH5
g19479	PTM1
g19484	PLBD2
g19486	PPT2
g19488	PUL1
g1951	RPT1
g19514	CYP26A1
g19522	otsA
g19546	DHX57
g19553	SCN7A
g19558	ADP1
g19567	xlnD
g19573	STYX
g19580	ARO8
g19590	mcyH
g19609	AQR
g19620	METTL1
g19623	imuB
g19630	trxA
g19633	clpB
g19637	nhaD
g19664	SMC2
g19665	SMC2
g19666	SMC2
g19679	atoB
g19691	cMDH
g19699	MA20_17565
g19708	DHX16
g19733	TTLL6
g19737	hrpB
g19773	cdc4
g19779	GLNA
g19788	RPS20
g19790	AKR1
g19805	BRSK1
g19807	prmA
g19811	ZC3HAV1
g19814	BMY9
g1983	RPS8
g19830	ALA1
g19836	ppia
g19837	dkgB
g19860	NOP14
g19864	ARL3
g19892	fusA
g19903	por
g19912	hisF
g19925	DHPS
g19929	MA20_35720
g19930	lipB
g19931	dac
g19932	MA20_31715
g19933	rssA
g19934	nifU
g19936	MA20_31465
g19939	parE
g19940	tpiA
g19941	phrB
g19942	trpC
g19943	cyaK
g19947	intD
g19948	rlpA
g19949	metG
g19950	phnP
g19951	dnaJ2
g19952	queA
g19953	marC
g19954	nnrD
g19955	glnA
g19956	mfd
g19957	glmS
g19959	sufS
g19960	QU41_16170
g19961	MA20_26850
g19963	phzF
g19964	lysN
g19965	adh
g19966	ndh
g19967	cspB
g19968	hom
g19969	phbC
g19970	MA20_16755
g19973	sthA
g19974	MA20_00215
g19975	icd
g19976	MA20_28645
g19977	tig
g19978	trmFO
g19979	lppB
g19980	scpB
g19981	erpA
g19982	exoR
g19983	valS
g19985	exoD
g19988	cysB
g19989	yqjI
g19990	aldR
g19991	ilvA
g19992	cinA1
g19993	gpt
g19994	aprA
g19995	nrdJ
g19997	rluB
g19998	panE
g19999	rarA
g20000	msrP
g20001	rplQ
g20002	rplO
g20003	rplN
g20004	rlmB
g20005	prfB
g20006	rne
g20007	gatB
g20008	gatA
g20009	pyrB
g20010	pleD
g20011	dinB
g20012	dnaE
g20013	rnjA
g20014	nuoL
