ID	symbol
QW917-002425	FLT1
QW917-002426	FLT1
QW917-002435	CETN3
QW917-002442	ypt1
QW917-002446	EFNB3
QW917-034831	EFNB2
QW917-034831	EFNB2
QW917-002448	EFNB2
QW917-002449	RAB11A
QW917-002452	CSDE1
QW917-002453	RAB8A
QW917-002455	PRDM9
QW917-002456	TEX9
QW917-002457	OVCH2
QW917-002460	HOF1
QW917-002461	PTPN13
QW917-002463	LRRC74A
QW917-002464	RPL4
QW917-002469	SELENBP1
QW917-002472	GTF2A2
QW917-002491	CSGALNACT1
QW917-002492	TMOD1
QW917-002493	NEO1
QW917-002494	ACP6
QW917-002496	HMCN2
QW917-034835	SIN3A
QW917-034835	fibcd1
QW917-034836	FIBCD1
QW917-034836	FIBCD1
QW917-002500	fibcd1
QW917-002502	SEC11A
QW917-002503	HMG20A
QW917-002504	SNAPC4
QW917-002505	TCF12
QW917-002506	TCF12
QW917-002507	TCF12
QW917-034837	SELENBP1
QW917-002510	LRRC71
QW917-002513	JMJD8
QW917-002523	ZFAND6
QW917-002523	ERAP1
QW917-002526	RDH5
QW917-002527	PPIP5K2
QW917-002528	PPIP5K2
QW917-002530	USP8
QW917-002533	PEX11G
QW917-034842	ANKRD34C
QW917-002535	ANKRD34C
QW917-002541	GALR1
QW917-002551	ANKMY2
QW917-002553	ANKMY2
QW917-002554	ANKMY2
QW917-002555	PRMT3
QW917-002557	KREMEN1
QW917-002559	ENPP4
QW917-002559	pats1
QW917-002560	MNS1
QW917-002561	RBPMS2
QW917-002562	RBPMS2
QW917-002569	PRUNE2
QW917-002570	AP3S1
QW917-002572	LHFPL2
QW917-002572	CACNA2D2
QW917-002573	ECE2
QW917-002574	Nep5
QW917-002575	ECE2
QW917-002580	TMED7
QW917-002596	IGF2R
QW917-002599	ANP32A
QW917-002607	MRPL27
QW917-002611	CDO1
QW917-002614	PSAT1
QW917-002621	PIH1D2
QW917-002622	UBXN6
QW917-002624	PTGS1
QW917-002625	PTGS1
QW917-002626	PTGS1
QW917-002627	SVEP1
QW917-002636	EML2
QW917-002638	ACO1
QW917-002639	clec-78
QW917-002640	SECISBP2
QW917-002641	SECISBP2
QW917-002653	HMCN1
QW917-002660	FBXL8
QW917-002669	VPS72
QW917-002670	PSMB4
QW917-002678	NATD1
QW917-002679	PCSK7
QW917-002680	PCSK7
QW917-002681	FBXL17
QW917-002682	MRPL14
QW917-002683	WDR61
QW917-002687	OAZ1
QW917-002688	METTL13
QW917-002692	ILF2
QW917-002693	ILF2
QW917-002695	KIF23
QW917-002696	VGLL2
QW917-002698	CNTNAP2
QW917-002700	ADAM10
QW917-002709	ADAM10
QW917-002712	DMBT1
QW917-002712	DMBT1
QW917-002718	lrrc34
QW917-002725	TARBP1
QW917-002727	SMAD4
QW917-002735	C4BPB
QW917-002735	clec-78
QW917-002741	clec-78
QW917-002758	MESDC2
QW917-002759	APC2
QW917-002762	CUZD1
QW917-002763	BLOC1S6
QW917-002764	DPP8
QW917-002765	ISOC2
QW917-002779	MIF4GD
QW917-002780	SMU1
QW917-002782	PRRT1
QW917-034853	GABPB2
QW917-002808	SERINC3
QW917-002809	SERINC3
QW917-002812	CERS1
QW917-002813	CERS1
QW917-002819	GLIPR2
QW917-002823	tkr-3
QW917-002826	GALR1
QW917-002829	ERLIN2
QW917-002830	CAMK2G
QW917-002831	GGT7
QW917-002832	GGT7
QW917-002833	DKK3
QW917-002834	DKK3
QW917-002835	BRCA2
QW917-002836	BRCA2
QW917-002837	ANO5
QW917-002838	ANO5
QW917-002839	ANO5
QW917-002840	ANO4
QW917-002856	CAPS2
QW917-034855	E2F7
QW917-002874	RABL2A
QW917-002880	SND1
QW917-002891	SDK1
QW917-034856	SDK2
QW917-002896	NPY4R
QW917-002906	GP2
QW917-002907	GP2
QW917-002919	APOL3
QW917-034861	UFSP1
QW917-002922	USP47
QW917-002923	DEPDC7
QW917-002927	TCP11
QW917-002929	ARID2
QW917-002930	ARID2
QW917-002932	COPB1
QW917-002933	COPB1
QW917-002936	SORL1
QW917-002938	EXT2
QW917-002939	SEC31A
QW917-002946	HSPA14
QW917-002950	PPP6C
QW917-002951	MRPS35
QW917-002952	MRPS35
QW917-002953	WDR77
QW917-002954	MRPL21
QW917-002956	CCT2
QW917-002956	RAB21
QW917-002957	GRWD1
QW917-034863	ABT1
QW917-002958	Htr4
QW917-002963	SMPD2
QW917-002964	SMPD2
QW917-002967	PPP2CB
QW917-002982	MEP1B
QW917-002987	MEP1B
QW917-002990	HSF2BP
QW917-003000	TMPRSS15
QW917-003004	COL6A6
QW917-003009	SMAD3
QW917-003011	SMAD7
QW917-003021	FANK1
QW917-003028	Ly6i
QW917-003029	RPS27L
QW917-003031	RFX7
QW917-003033	PEAR1
QW917-003035	FUT7
QW917-003037	RHOXF1
QW917-003040	ANGEL1
QW917-003045	RAB27A
QW917-003049	PSIP1
QW917-003067	POC5
QW917-003069	POC5
QW917-003081	TTI2
QW917-003083	TTC23
QW917-003084	ROPN1L
QW917-003085	LMAN1
QW917-003086	LMAN1
QW917-003090	CPEB1
QW917-003091	CPEB1
QW917-003092	CPEB1
QW917-003094	SPPL2A
QW917-003095	LSM7
QW917-003097	PIP5K1B
QW917-003097	HDDC3
QW917-003098	Alg13
QW917-003099	WDYHV1
QW917-003103	ERAP1
QW917-003104	ERAP1
QW917-003113	EPHA5
QW917-003120	LTBP2
QW917-003131	MFN2
QW917-003132	WFDC1
QW917-003133	WFDC1
QW917-003141	MC1R
QW917-003147	MC5R
QW917-003152	Ces3
QW917-003154	Ces3
QW917-003155	Ces3
QW917-035516	Ces3
QW917-003156	Ces3
QW917-003157	EFEMP2
QW917-003165	RND3
QW917-003166	PSMC2
QW917-003167	PSMC2
QW917-003168	CDC42
QW917-003169	CDC42
QW917-003170	CDC42
QW917-003173	NIP7
QW917-003181	WDR87
QW917-003185	RCHY1
QW917-003190	RCHY1
QW917-003196	RCHY1
QW917-003203	RCHY1
QW917-003204	MIB2
QW917-003218	USP48
QW917-003219	DDX19A
QW917-035519	DDX25
QW917-003226	DDX25
QW917-003228	DDX25
QW917-003229	UBXN10
QW917-003230	MRPS22
QW917-003231	XXYLT1
QW917-003238	FEM1C
QW917-003240	PSMB6
QW917-003242	ADRB3
QW917-003243	RTP4
QW917-003246	DNM1
QW917-003248	DNM1
QW917-003249	DNM1
QW917-003252	DNM1
QW917-003256	DNM1
QW917-003258	DNM1
QW917-003260	CSMD2
QW917-003262	NEURL4
QW917-003263	DVL3
QW917-003265	GNB1
QW917-003268	ENO1
QW917-003269	MLF1
QW917-003274	RAB8B
QW917-003275	RAB8B
QW917-003277	Nep3
QW917-035520	EFHD2
QW917-035521	PXYLP1
QW917-003280	PXYLP1
QW917-003281	CLSTN2
QW917-003283	EIF5A
QW917-003285	NBL1
QW917-003289	PLEKHG5
QW917-003290	BCAS2
QW917-003303	RPL22
QW917-035522	MINOS1
QW917-003304	ACAP3
QW917-003308	OPA1
QW917-003309	OPA1
QW917-003320	CAMTA1
QW917-003321	ATAD3B
QW917-003323	CSNK1A1
QW917-003325	ALG3
QW917-003326	ALG3
QW917-003327	ALG3
QW917-003328	ALG3
QW917-003329	ALDH4A1
QW917-003330	DNAJC11
QW917-003332	PDE6D
QW917-003334	CSTF1
QW917-003335	CSTF1
QW917-003340	CYP3A5
QW917-003342	PLEKHM1
QW917-003343	MRPL47
QW917-003367	DCAF10
QW917-003368	TAF10
QW917-003374	ARMC3
QW917-003375	ARMC3
QW917-003376	ARMC3
QW917-003381	MRPL9
QW917-003383	VWA5B1
QW917-003386	TP63
QW917-003386	TP63
QW917-003387	TP63
QW917-003396	LIG3
QW917-035526	CYP2U1
QW917-003408	HVCN1
QW917-003412	M6PR
QW917-003413	M6PR
QW917-003414	M6PR
QW917-003419	PIK3AP1
QW917-003437	HPS3
QW917-003438	HPS3
QW917-003441	DYNLT1
QW917-003445	P4HTM
QW917-003446	SAC3D1
QW917-003448	MORN1
QW917-003449	dnajc16
QW917-003453	GIGYF1
QW917-003454	DDI2
QW917-003455	BBS1
QW917-003456	POLR2D
QW917-003461	MEGF6
QW917-003475	HRH2
QW917-003477	PAQR5
QW917-003478	AOC1
QW917-003479	AOC1
QW917-003480	AOC1
QW917-003481	AOC1
QW917-003482	RCC2
QW917-035530	TTLL10
QW917-003492	CLCN6
QW917-003495	B3GNT5
QW917-003498	NUDT8
QW917-003503	PPP1R7
QW917-003505	SPAG7
QW917-003508	EMR2
